raw_aspect,sentence,label,label_id
money,battery backup is not good as compared to money,negative,0
every penny is worthy,every penny is worthy,positive,2
honor phones,super honor phones,positive,2
antutu benchmark,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,positive,2
score of 155000,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,positive,2
3gb ram variant,tested antutu benchmark and got score of 155000👌👌 totally unexpected from 3gb ram variant,positive,2
heating issue,no heating issue,positive,2
mobile,osm mobile in this range,positive,2
camera,superb mobile camera is good nice looking and good performance but very very worst delivery,positive,2
nice looking,superb mobile camera is good nice looking and good performance but very very worst delivery,positive,2
good performance,superb mobile camera is good nice looking and good performance but very very worst delivery,positive,2
budget product,nice budget product,positive,2
mobile camera,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,positive,2
mobile display,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,positive,2
mobile looking,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,positive,2
phone battery,mobile camera and mobile display is very nice mobile looking is very nice but this phone battery is not so good,negative,0
camera,camera and performance is superb,positive,2
performance,camera and performance is superb,positive,2
light weight,"light weight,slim body,thin bezzle,well display,but camera is avg",positive,2
slim body,"light weight,slim body,thin bezzle,well display,but camera is avg",positive,2
thin bezzle,"light weight,slim body,thin bezzle,well display,but camera is avg",positive,2
well display,"light weight,slim body,thin bezzle,well display,but camera is avg",positive,2
camera,"light weight,slim body,thin bezzle,well display,but camera is avg",neutral,1
budget phone,good budget phone,positive,2
phone,perfect phone in this price segment,positive,2
price segment,perfect phone in this price segment,positive,2
overall,overall its a perfect package,positive,2
phone,the phone is awesome to use,positive,2
value for money,great value for money,positive,2
full hd display,purchased the phone for 7999/- and since it's a full hd display,neutral,1
price,i give it a thumbs up for the price it's being sold,positive,2
camera quality,camera quality good performance awesome,positive,2
performance,camera quality good performance awesome,positive,2
phone for pubg,one of the bast phone for pubg,positive,2
camera,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,positive,2
battery performance,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,positive,2
hybrid slot,best phone in terms of camera and battery performance is also good the only thing it has a hybrid slot but it's okay,neutral,1
good looking,good looking and good picture quality,positive,2
good picture quality,good looking and good picture quality,positive,2
mobile,the mobile is very good,positive,2
notification light,it has a notification light which other notch mobiles don't usually have,neutral,1
processor,"moreover, it's processor is quite good",positive,2
overall,overall a good mobile,positive,2
camera phone,it's a good camera phone,positive,2
looks,good looks &premium in hand,positive,2
premium in hand,good looks &premium in hand,positive,2
phone,i'm fully seitysfy this phone,positive,2
display,display it so good,positive,2
cemara,cemara is a suppar collity,positive,2
suppar collity,cemara is a suppar collity,positive,2
pubg,and pubg so much better no any problems,positive,2
display,"giv me a 5to5 stars for display, 5 to 5 star to cemera",positive,2
cemera,"giv me a 5to5 stars for display, 5 to 5 star to cemera",positive,2
battery,5 to 3_4 star battery,neutral,1
mobile,super mobile must buy,positive,2
products,products is good,positive,2
9k price rang,9k price rang is good,neutral,1
phone,its good phone,positive,2
product,"very good product, value for money",positive,2
value for money,"very good product, value for money",positive,2
selfie camera quality,good selfie camera quality and stylish look,positive,2
stylish look,good selfie camera quality and stylish look,positive,2
product,it's nice product like it,positive,2
quality display,quality display and shining body,positive,2
shining body,quality display and shining body,positive,2
battery backup,battery backup only average,neutral,1
camera performance,camera performance not bad,neutral,1
value for money,totally value for money,positive,2
working,working superfine but ram management is worst,positive,2
ram management,working superfine but ram management is worst,negative,0
ram management,one of the worst ram management i have ever faced on any mobile,negative,0
kills the apps,kills the apps within seconds,negative,0
rest all,rest all are excellent,positive,2
photos,good quality photos,positive,2
selfie,mind blowing selfie,positive,2
phone,best phone in this range,positive,2
work,very good work,positive,2
luks,luks r just premium nd amazing,positive,2
new emui,the new emui is working like,neutral,1
butter nd kirin 710 processor,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,positive,2
power,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,positive,2
this phone,butter nd kirin 710 processor is providing more than enough power__ this phone is reallly killer,positive,2
silicon back covers quality,everything is very good but one thing that disappoints the silicon back covers quality is not good its looking like used product woth many scratches,negative,0
scratches,everything is very good but one thing that disappoints the silicon back covers quality is not good its looking like used product woth many scratches,negative,0
phone,but only because of the phone i gave 5 star rating,positive,2
battery,battery not good,negative,0
product,not a great product for this budget,negative,0
slow process,"slow process ,file moving and copying is dead slow",negative,0
file moving and copying,"slow process ,file moving and copying is dead slow",negative,0
camera,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",positive,2
battery backup,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",positive,2
ultra power saving mode,"camera is outstanding, battery backup is good but ultra power saving mode is excellent features provided by honor",positive,2
good finsihed mobile,good finsihed mobile value for money,positive,2
value for money,good finsihed mobile value for money,positive,2
in every aspect,"i have mi note 7 also, in front of it, it is low in every aspect",negative,0
u r honour lovers,better option if u r honour lovers,neutral,1
sim tray,"i thought the sim tray was defected, because it was very hard to take out, may be because of new paint and all",negative,0
mobile,"super mobile,worth of money",positive,2
worth of money,"super mobile,worth of money",positive,2
phn,owesome phn in this price i lubed it,positive,2
screen,screen damage in one drop,negative,0
phone,best phone but price is too high,positive,2
price,best phone but price is too high,negative,0
front cam,front cam 10/6back cam,neutral,1
back cam,front cam 10/6back cam,neutral,1
battery,10/7battery 10/7processer 10/10look 10/10for pub g,positive,2
processer,10/7battery 10/7processer 10/10look 10/10for pub g,positive,2
look,10/7battery 10/7processer 10/10look 10/10for pub g,positive,2
pub g,10/7battery 10/7processer 10/10look 10/10for pub g,positive,2
finger lock,10/10finger lock 10/10face lock 10/10,positive,2
face lock,10/10finger lock 10/10face lock 10/10,positive,2
phone,"best premium phone compare to mi, asus, realme",positive,2
phone,nice phone values of money,positive,2
values of money,nice phone values of money,positive,2
this smartphone,need improvement for this smartphone,negative,0
price segment,best in this price segment,positive,2
it,in this range it's the best,positive,2
camera quality,camera quality and screen is 👌👌👌👌👌***** for everyone,positive,2
screen,camera quality and screen is 👌👌👌👌👌***** for everyone,positive,2
battery backup,battery backup bad and charger very heated,negative,0
charger,battery backup bad and charger very heated,negative,0
product,amazing product in this price segment,positive,2
price segment,amazing product in this price segment,positive,2
mobile,nice mobile honor 10 lite for price 10000,positive,2
price,nice mobile honor 10 lite for price 10000,neutral,1
camera,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",positive,2
display,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",positive,2
kirin 710,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",neutral,1
price range,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",neutral,1
phone,"hmm,,,,superb camera ,,best display,,kirin 710 ,,in this price range ,,,best phone,,,😁😁😁",positive,2
phone,nice phone osm feeling,positive,2
feeling,nice phone osm feeling,positive,2
picture quality,awesome picture quality,positive,2
phone,very nice phone honour 10 lite,positive,2
cheapest price,in cheapest price you will get all features which are available in many high ranges phone,neutral,1
all features which are available in many high ranges phone,in cheapest price you will get all features which are available in many high ranges phone,positive,2
battery back up,only battery back up slight low,negative,0
all,all is well,positive,2
value for money,mobile value for money and the fire,neutral,1
good looking,good looking nice performance,positive,2
nice performance,good looking nice performance,positive,2
price,best at this price,positive,2
value product,not a value product,negative,0
product,superb product 😘😘,positive,2
overheating,phone is overheating and very bad performance,negative,0
very bad performance,phone is overheating and very bad performance,negative,0
low light camera,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",negative,0
touch response,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",negative,0
performance,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",negative,0
got hanged,"low light camera is not good, touch response and performance are also not good, got hanged on very first day",negative,0
battery,battery is very bad,negative,0
honor product,it doesn't look like an honor product,negative,0
heating problem,too much heating problem,negative,0
money,waste of money,negative,0
quality features,best quality features,positive,2
overheating,the worst thing is overheating in little bit use,negative,0
📷,📷 is disgusting 24 mp =2mp i suggest not to buy this product,negative,0
24 mp,📷 is disgusting 24 mp =2mp i suggest not to buy this product,negative,0
2mp,📷 is disgusting 24 mp =2mp i suggest not to buy this product,negative,0
product,good product i like,positive,2
experience,it was a great experience,positive,2
performance,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,positive,2
camera qualiti,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,positive,2
it,i get this phone for 8000rs that's why it is very very good smartphone for me and its performance and camera qualiti also good,positive,2
display,display gets damaged just after warranty completion,negative,0
side frames,"1 year 1 month, side frames getting bulger and customer care doesn't respond properly",negative,0
honor products,don't go for honor products,negative,0
display,display & camera is awesome,positive,2
camera,display & camera is awesome,positive,2
performance,performance little bit slower,negative,0
sagement,best in the sagement,positive,2
product,very good product in this price,positive,2
price,very good product in this price,positive,2
price,the price of the mobile is good,neutral,1
product,this is very usedfull product,positive,2
game paly,smooth game paly battry backup ok,positive,2
battry backup,smooth game paly battry backup ok,neutral,1
camera,might have some camera issue,negative,0
brand value,but this phone indicate the brand value of huwaai,neutral,1
flagship features,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",neutral,1
optimisation,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",positive,2
battery quality,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",positive,2
hanging,"though it don't have much flagship features but it don't give you any kind of issue in optimisation, battery quality,no hanging",positive,2
issues,"which is a mejor issues in recent realmi,redmi,smrtphones after 1year use",negative,0
long lasted mobile,so if u want long lasted mobile then go blindly for honor😘😘,positive,2
value for every penny,value for every penny,positive,2
it,"after 14 months, it automatically stopped working",negative,0
mobile,👌👌👌👌 super mobile,positive,2
phone,one of the worst phone from honor,negative,0
phone,these phone has nothing,negative,0
camera,"not have better camera, processor, features,sound quality",negative,0
processor,"not have better camera, processor, features,sound quality",negative,0
features,"not have better camera, processor, features,sound quality",negative,0
sound quality,"not have better camera, processor, features,sound quality",negative,0
money,ruined my money,negative,0
build quality,build quality is not very good,negative,0
fon,best fon ever i used,positive,2
phone,overpower nice phone,positive,2
honor mobile phone,very good nice superb honor mobile phone,positive,2
best value for money,i want to buy a 7000 rupee best value for money,neutral,1
product,product is wrost mobile has signal problem,negative,0
signal problem,product is wrost mobile has signal problem,negative,0
this product,this product is very good,positive,2
battery,battery drains faster,negative,0
ram management,👎ram management 👎was poor,negative,0
app got reloading,app got reloading,negative,0
product,good product 👍,positive,2
phone,"phone is nice, display of all honor phones are always crisp and bright",positive,2
display,"phone is nice, display of all honor phones are always crisp and bright",positive,2
battery life,"battery life is average, camera is good, performance is good",neutral,1
camera,"battery life is average, camera is good, performance is good",positive,2
performance,"battery life is average, camera is good, performance is good",positive,2
value for money,tooo bad not value for money,negative,0
phone,phone is not get started problem in a 1 year so please don't buy this phone bad phone 📱📱😔😔,negative,0
mobile,very smart mobile with all features and also flipkart delivery boy good behave,positive,2
features,very smart mobile with all features and also flipkart delivery boy good behave,positive,2
price,that price awesome mobile,neutral,1
mobile,that price awesome mobile,positive,2
looking very nice,looking very nice 👍,positive,2
phone,very good phone this price range,neutral,1
product,please don't buy this product,negative,0
performance of the phone,performance of the phone is so bad,negative,0
phone,this is totally scam & this is a chinese phone so as a indian we should avoid this phone,negative,0
product,please don't by this worthless productbecause this a trash 💩💩💩💩💩💩💩,negative,0
fit for pubg mobile,fit for pubg mobile,neutral,1
budget phone,best budget phone 😍😍😍,positive,2
product,very nice product,positive,2
camera,best camera phone under 10000,positive,2
average,not good average,neutral,1
slim,so beutiful slim nice i love you inar ashu🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂 ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive,2
phone,the excellent phone at this budget,positive,2
functioning,5 years now and its functioning too good,positive,2
camera,camera is not perfect as i aspect,negative,0
all,that all are good,positive,2
money,worth for money,neutral,1
phone,this phone is awesome,positive,2
any department,i used this phone for continously 1 year and there was no problem in any department,positive,2
phone,good phone but chinese,neutral,1
chinese,good phone but chinese,neutral,1
phone performance,phone performance is good,positive,2
hang issue,no hang issue,positive,2
battery backup,battery backup is also very good,positive,2
camera,camera is working fine,neutral,1
phone display,phone displayis superb,positive,2
product,such nice product and it's really value for money,positive,2
value for money,such nice product and it's really value for money,positive,2
product,and its standard product,neutral,1
mobile,good mobile for the price paid,neutral,1
price,good mobile for the price paid,neutral,1
mobiles in the price range,one of the good mobiles in the price range,neutral,1
lag,doesn't lag much for normal use,neutral,1
budget constrained,can buy if you are budget constrained,neutral,1
phone display,my phone display was cracked only taken for few months,negative,0
product,it's a good product,positive,2
osm camera,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,positive,2
battery backup,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,positive,2
value money,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,positive,2
best prosscesar,best mobile osm camera and battery backup is wonderfull value money to best prosscesar in mobile,positive,2
perfomence,good perfomencelow heateclear neteverything ok,positive,2
heate,good perfomencelow heateclear neteverything ok,positive,2
net,good perfomencelow heateclear neteverything ok,positive,2
everything ok,good perfomencelow heateclear neteverything ok,positive,2
overall,"overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",positive,2
price,"overall nice product, got it for 7200 about 1 yr ago , nice in this price , but now it is too costly",neutral,1
mobile,owesome mobile at this price,positive,2
price,owesome mobile at this price,neutral,1
it,i love it 😘😘😘😘😘,positive,2
performance,"excellent performance after using 8 months, i got honor 10 lite for rs 7199/",positive,2
honor 10 lite,"excellent performance after using 8 months, i got honor 10 lite for rs 7199/",positive,2
display,display very good at this price segment,neutral,1
primary camera,primary camera quite good,positive,2
selfie camera,selfie camera awesome,positive,2
bettery performance,bettery performance ok,neutral,1
phone,"vary nice phone ,processer vary fast",positive,2
processer,"vary nice phone ,processer vary fast",positive,2
phone,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",positive,2
front camera,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",positive,2
rear camera,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",negative,0
all other things,"phone is superb under 10k front camera is good while rear camera is not so gud, all other things are also fine",positive,2
smart phone,good and budget smart phone,positive,2
phone,nice phone from honor,positive,2
this,completely satisfy with this,positive,2
phone,i bought it for my fatherits really good phone in this pricebattery backup is not satisfied,neutral,1
battery backup,i bought it for my fatherits really good phone in this pricebattery backup is not satisfied,negative,0
value for money product,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",neutral,1
slim,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",neutral,1
latest software updatation,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",positive,2
user friendly,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",positive,2
realy good product,"value for money product, slim, latest software updatation , lockdown extended warranty, user friendly , realy good product",positive,2
honor ph,honor ph is the best,positive,2
camera,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,negative,0
colour boosted,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,negative,0
screen lock imgage,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,negative,0
image,camera is not gud over colour boosted worst and no screen lock imgage limited manualy loading image some other mobile automicaly online updated and camera not gud,negative,0
display,display and touch sensor is very poor quality,negative,0
touch sensor,display and touch sensor is very poor quality,negative,0
price,best price for the product,positive,2
camera quality,"camera quality is awesome and battery is very high, performances is super",positive,2
battery,"camera quality is awesome and battery is very high, performances is super",positive,2
performances,"camera quality is awesome and battery is very high, performances is super",positive,2
value of money,value of money,neutral,1
camera quality,best camera quality,positive,2
smartphone,best smartphone this range,positive,2
phone,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",positive,2
pubg playing,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",positive,2
heating,"the best phone i ever used, pubg playing smoothly, no heating even after playing for 2,3 hours",positive,2
64gb storage,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",neutral,1
32gb phone,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",neutral,1
memory,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",neutral,1
os,"go for 64gb storage because i bought 32gb phone ,half of the memory will take for os",neutral,1
camera quality,"after the android 10 update camera quality has reduced slightly, but doesnt matter i hope it will be okay in next update",neutral,1
product,very good product for normal use,positive,2
mobile phone,such a best mobile phone in this cost,positive,2
cost,such a best mobile phone in this cost,positive,2
battery,battery is very hastely draining guys,negative,0
back panel,and the back panel catches dirt very much😣😑,negative,0
ph,best ph for parents,positive,2
phone,excellent phone in 8000 budgetthankyou flipkart,positive,2
budget,excellent phone in 8000 budgetthankyou flipkart,positive,2
phone,affordable phone at affordable rate you can go for it,positive,2
affordable rate,affordable phone at affordable rate you can go for it,positive,2
cemra,nice cemra the same sunil kumar,positive,2
phone,phone has slowed down a lot,negative,0
mobile phone,very good mobile phone,positive,2
performance,not good performance as lower type phone,negative,0
mid range device,best mid range device,positive,2
money value,nice this phone by this money value,positive,2
qualityfor camera,best qualityfor camera,positive,2
phone,best phone on this price,positive,2
price,best phone on this price,positive,2
working,it is working very well,positive,2
product,it's an amazing product,positive,2
build quality,this mobile is awesome build quality and battery very bad,positive,2
battery,this mobile is awesome build quality and battery very bad,negative,0
looking,good looking and camera,positive,2
camera,good looking and camera,positive,2
good,good but heating,neutral,1
heating,good but heating,negative,0
phone,one of the best phone i ever seen,positive,2
phone,phone is not working after use of 1 month,negative,0
money,better use of money,neutral,1
battery,battery is low,negative,0
mobile,good mobile in low budget,positive,2
low budget,good mobile in low budget,neutral,1
honar phone,best honar phone,positive,2
battery,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,positive,2
camera quality,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,positive,2
graphics,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,positive,2
heating problem,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,positive,2
hanging problem,after using this phone for 8 months best battery best camera qualitynice graphics no heating problem no hanging problem,positive,2
camera quality,good camera quality,positive,2
pubg game in full hd graphic,nyce phonepubg game in full hd graphic no lake,positive,2
lake,nyce phonepubg game in full hd graphic no lake,negative,0
device,sophestically budget friendly device,neutral,1
smartphone,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,positive,2
budget friendly,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,positive,2
battry,this is a best and budget friendly smartphone in market i was searched many phones online and on you tube but i was found this one is best here is only one disadvantage that is a battry,negative,0
camera,"budged mobile camera,sound,battery wrking good",positive,2
sound,"budged mobile camera,sound,battery wrking good",positive,2
battery,"budged mobile camera,sound,battery wrking good",positive,2
mibile,mind blowing mibile,positive,2
mobile,nice mobile in their budget segment,positive,2
budget segment,nice mobile in their budget segment,positive,2
product,"as expected awesome product, because m previously using honor mobile,n would expect same for💪👌👍",positive,2
satisfied,i'm very very satisfied,positive,2
mobile,"good mobile for low price,👌",neutral,1
low price,"good mobile for low price,👌",neutral,1
working,it was great and working well till datethanks for the same swapan kumar saha,positive,2
signal,some signal problems,negative,0
phone,best phone in low price,positive,2
price,best phone in low price,positive,2
price,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,neutral,1
battery backup,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,positive,2
looking cool,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,positive,2
phone is lightweight,in this price this is very gorgeous phone battery backup is very nice looking cool the phone is lightweight,positive,2
all,all is okay,neutral,1
condition after 3 month while putting the mobile in pocket,condition after 3 month while putting the mobile in pocket,neutral,1
value for money,value for money in this range,neutral,1
value for money,good value for money,neutral,1
phone,it's a good phone,positive,2
budget device,its a nice budget device for normal day to day use,neutral,1
normal day to day use,its a nice budget device for normal day to day use,neutral,1
phone,good phone based for mony,neutral,1
mony,good phone based for mony,neutral,1
product,so nice product,positive,2
mobile,mobile is very very very nice but seller pack is very very very bad no safety,positive,2
price range,osum in this price range under 8000,neutral,1
product item,very good product item,positive,2
battery low,battery low hai best product,negative,0
best product,battery low hai best product,positive,2
it,it's better than vivo and realme phones p,positive,2
display,"display is not good , sound pitch is not good , i suggest everyone before purchasing pls visit nearest shop",negative,0
sound pitch,"display is not good , sound pitch is not good , i suggest everyone before purchasing pls visit nearest shop",negative,0
one of the best,one of the best,positive,2
display,display phone under the price of 8k,neutral,1
smooth performance,"it has smooth performance, and a decent battery for a normal and basic daily usage",positive,2
decent battery,"it has smooth performance, and a decent battery for a normal and basic daily usage",neutral,1
selfie camera,best selfie camera ur 8 k,positive,2
phone,very very wonderful phone,positive,2
all feature,all feature best another company phone,positive,2
mobile phone,in this price range this mobile phone is better in the market than all other but buy on sale time,neutral,1
price range,in this price range this mobile phone is better in the market than all other but buy on sale time,neutral,1
value for money,value for money nd nic look performance is also good👌,positive,2
nic look,value for money nd nic look performance is also good👌,positive,2
performance,value for money nd nic look performance is also good👌,positive,2
camera,super camera phon this price i like it,positive,2
price,super camera phon this price i like it,neutral,1
it,it was worth it,positive,2
nonnor 10 lite,nonnor 10 lite almost good but battery back up not good,neutral,1
battery back up,nonnor 10 lite almost good but battery back up not good,negative,0
product,nice product so good,positive,2
cons,that's the only cons otherwise it's okay,negative,0
it's okay,that's the only cons otherwise it's okay,neutral,1
over all,over all good,positive,2
mobile,very good mobile nice camera honour 10 lite,positive,2
camera,very good mobile nice camera honour 10 lite,positive,2
fhd display,for fhd display,neutral,1
battery,and a 3400 mah not much but good enough battery,neutral,1
phone,best phone honor 10 lite and best price,positive,2
price,best phone honor 10 lite and best price,positive,2
cell phone,amazing cell phone,positive,2
display,display broken withinfew weeks,negative,0
phone fully dead,phone fully dead within 6months,negative,0
mobil value of money,is good mobil value of money,positive,2
phone,"good phone with decent camera, processor is also good",positive,2
camera,"good phone with decent camera, processor is also good",neutral,1
processor,"good phone with decent camera, processor is also good",positive,2
honer,excellent honer keep it up,positive,2
camera,camera is having dull quality,negative,0
honor phones,good honor phones flipkart,positive,2
phone,very beautiful phone and working is very good,positive,2
working,very beautiful phone and working is very good,positive,2
camera,very good camera and all fuchars,positive,2
fuchars,very good camera and all fuchars,positive,2
product,very good quality product must buy,positive,2
money,superb for this money,positive,2
product,good product awesome,positive,2
mobile,nice mobile good bettry backup osam mobile,positive,2
bettry backup,nice mobile good bettry backup osam mobile,positive,2
quality,quality is very good for the price,neutral,1
price,quality is very good for the price,neutral,1
wow,just wow 👌👌👌,positive,2
camera,also again good camera,positive,2
selfie,special for selfie,neutral,1
money,worth for money,positive,2
8000,got it for 8000,neutral,1
price point,awesome at that price point,positive,2
mobile phone,excellent shipping and good quality mobile phone in fkart,positive,2
buy it,buy it without any doubt,positive,2
camera,"camera, battery, display all r superb👌👌👌",positive,2
battery,"camera, battery, display all r superb👌👌👌",positive,2
display,"camera, battery, display all r superb👌👌👌",positive,2
product from price,it is a very good product from price,positive,2
camera,superb camera🤟🤟 up up,positive,2
outlook,outlook is awesome apart from that rest is reasonably good,positive,2
rest,outlook is awesome apart from that rest is reasonably good,neutral,1
hanging,my phone is hanging,negative,0
performance,"i like it very well, good performance",positive,2
phone,"amazing phone, love it",positive,2
smartphone,nyc smartphone in this range,positive,2
phone,very good phone and very good quality,positive,2
quality,very good phone and very good quality,positive,2
camera,camera is very good,positive,2
picture,very nice picture osm camera best tha 2019 mobile 😘😘😘,positive,2
camera,very nice picture osm camera best tha 2019 mobile 😘😘😘,positive,2
mobile,very nice picture osm camera best tha 2019 mobile 😘😘😘,positive,2
phone,phone is good but we can't able to run 2 apps at a time,neutral,1
run 2 apps at a time,phone is good but we can't able to run 2 apps at a time,negative,0
phone,best phone best value,positive,2
value,best phone best value,positive,2
selfie and photo camera,honor 10 lite is perfect selfie and photo camera phone,positive,2
📷 camera,fantastic 📷 camera and looks display is realy,positive,2
looks display,fantastic 📷 camera and looks display is realy,positive,2
battery performance,battery performance is not good,negative,0
comfort,"comfort, slim and good, but battery backup should be increase",positive,2
slim,"comfort, slim and good, but battery backup should be increase",positive,2
battery backup,"comfort, slim and good, but battery backup should be increase",negative,0
honor 10 lite,honor 10 lite best,positive,2
phon,lovely phon in small price,positive,2
small price,lovely phon in small price,neutral,1
battery backup,but battery backup not good,negative,0
8000 rs,best in 8000 rs,neutral,1
all over good according to value,"all over good according to value not best, habg issue when play high graphic games",neutral,1
habg issue when play high graphic games,"all over good according to value not best, habg issue when play high graphic games",negative,0
battery,battery needs improvement,negative,0
smartphone,awesome smartphone in budget,positive,2
budget,awesome smartphone in budget,positive,2
usage,good for average usage,neutral,1
mobile,mobile is good u can purchase it,positive,2
performance,and performance is also well,positive,2
phone,good phone in this price,neutral,1
price,good phone in this price,neutral,1
product,product is very good,positive,2
deal in price,better deal in price but battery mah less,positive,2
battery mah,better deal in price but battery mah less,negative,0
phoneworth every penny,very nice phoneworth every penny,positive,2
phone,phone is working,neutral,1
good looking slim mobile,"nice one, good looking slim mobile",positive,2
overall,all overall good,positive,2
phone,phone is good but delivery very bad,neutral,1
value for money,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
camera,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
battery,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
charging fast,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
battery backup,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
temperature,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,neutral,1
battery consumption,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,neutral,1
perfomance,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,positive,2
phone,great phone in this range,positive,2
phone,phone is good,positive,2
external body,"but, external body is made of cheap plastic",negative,0
ph,awsm ph good quality,neutral,1
quality,awsm ph good quality,positive,2
phone,phone is very good in budget,positive,2
budget,phone is very good in budget,positive,2
screen damage,screen damage will easily,negative,0
mobail phone,super mobail phone,positive,2
phone,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,positive,2
price range,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,neutral,1
